1,-0.26,-0.77,-0.14,1
2,-0.27,-0.95,-0.04,1
3,-0.05,-0.92,-0.02,1
4,-0.25,-0.88,0.2,1
5,-0.17,-0.6,-0.07,1
6,-0.12,-0.67,0.07,1
7,-0.06,-0.82,0.26,1
8,-0.39,-0.23,0.59,1
9,-0.06,-0.29,0.7,1
10,-0.53,-0.23,0.08,1
11,-0.37,-0.21,0.16,1
12,-0.54,-0.12,0.13,1
13,-0.55,-0.08,0.34,1
14,-0.47,-0.58,-0.13,1
15,-0.47,-0.71,0.11,1
16,-0.24,-0.68,0.49,1
17,-0.57,-0.25,0.39,1
18,-0.42,-0.34,0.48,1
19,-0.22,-0.51,0.66,1
20,-0.26,-0.03,0.59,1
21,-0.59,-0.38,0.29,1
22,-0.41,-0.01,-0.07,1
23,-0.38,0.12,0.06,1
24,-0.11,-0.34,0.45,1
25,-0.06,0.04,0.62,1
26,-0.3,0.44,0.3,1
27,-0.05,0.2,0.34,1
28,-0.14,0.32,-0.2,1
29,-0.32,0.02,-0.37,1
30,-0.57,-0.33,-0.21,1
31,-0.37,-0.53,0.46,1
32,-0.43,0.33,0.21,1
33,-0.48,0.06,0.28,1
34,-0.24,0.61,-0.01,1
35,-0.09,-0.73,0.38,1
36,-0.06,-0.6,0.56,1
37,-0.04,-0.26,0.33,1
38,-0.25,0.2,0.51,1
39,-0.06,-0.53,0.33,1
40,-0.06,0.47,0.0,1
41,-0.55,-0.04,-0.2,1
42,-0.58,-0.32,-0.01,1
43,-0.48,-0.63,0.35,1
44,-0.09,0.48,0.41,1
45,-0.41,0.14,0.48,1
46,-0.35,0.21,-0.11,1
47,-0.47,0.33,-0.03,1
48,-0.11,-0.56,0.13,1
49,-0.26,-0.34,-0.17,1
50,-0.57,-0.5,0.12,1
51,0.27,-0.66,-0.12,1
52,0.22,-0.96,-0.05,1
53,0.36,-0.82,0.16,1
54,0.08,-0.76,0.05,1
55,0.17,-0.57,0.05,1
56,0.13,-0.86,0.29,1
57,0.47,-0.11,0.48,1
58,0.41,-0.22,0.6,1
59,0.3,-0.37,0.64,1
60,0.06,-0.26,0.7,1
61,0.53,-0.16,0.07,1
62,0.4,-0.15,0.15,1
63,0.57,-0.04,0.11,1
64,0.58,-0.05,0.31,1
65,0.49,-0.6,-0.11,1
66,0.5,-0.62,0.16,1
67,0.27,-0.67,0.51,1
68,0.5,-0.24,0.42,1
69,0.14,-0.52,0.66,1
70,0.28,-0.03,0.59,1
71,0.61,-0.26,0.27,1
72,0.4,0.08,0.01,1
73,0.11,-0.31,0.45,1
74,0.07,0.06,0.52,1
75,0.57,-0.39,0.44,1
76,0.32,0.46,0.29,1
77,0.06,0.28,0.3,1
78,0.12,0.35,-0.2,1
79,0.38,0.01,-0.38,1
80,0.38,-0.45,0.49,1
81,0.45,0.39,0.15,1
82,0.49,0.1,0.27,1
83,0.62,-0.23,-0.19,1
84,0.45,-0.63,0.46,1
85,0.43,0.16,0.45,1
86,0.3,0.58,-0.03,1
87,0.05,-0.27,0.33,1
88,0.09,-0.66,0.43,1
89,0.55,-0.51,0.31,1
90,0.26,0.24,0.5,1
91,0.07,-0.52,0.31,1
92,0.07,0.48,0.01,1
93,0.11,0.5,0.39,1
94,0.35,0.26,-0.15,1
95,0.51,0.28,0.0,1
96,0.12,-0.54,0.14,1
97,0.32,-0.31,-0.22,1
98,0.51,0.07,-0.18,1
99,0.57,-0.26,-0.02,1
100,0.58,-0.42,0.13,1
101,0.5412463092336256,0.5356231630257836,0.004134039839399074,2
102,0.6233115348151982,0.5301485081244125,0.2576763599397585,2
103,0.5785901720346946,-0.2954264107115679,-0.19928969173905703,2
104,-0.2735580223100633,0.16351541179838527,0.5423601024079544,2
105,0.4747112900914222,0.10161248696419566,-0.5131502395017052,2
106,0.5528667679836373,-0.030444203341974906,-0.4423172354558706,2
107,-0.25895259259325276,-0.13602650950852962,0.6047924733908016,2
108,-0.5966478059349788,-0.32379831408189913,0.0649721505485177,2
109,0.38632169985420856,-0.30762842364795506,0.17162773824278532,2
110,0.14463615681566355,-0.19697210798001383,0.5258334681258194,2
111,-0.5119676279211773,-0.24819485153488893,0.24350529647503244,2
112,-0.4354105751509564,0.09676399572665877,0.4806443769066961,2
113,0.20012898052356676,0.23731777241774443,-0.397862238322424,2
114,0.05508039372236467,-0.9435006897797853,0.38294178491824515,2
115,-0.08656165870020611,-0.8472662551661762,0.4149245559750251,2
116,0.5109672508593747,-0.11910485430135367,-0.1389564386055016,2
117,-0.5345295347134346,-0.06480099185391558,0.09878911137033354,2
118,-0.07309203297743326,0.6070010413720014,0.0018921848129941402,2
119,0.27351485435338846,-0.22207265868220458,0.2978628706229312,2
120,-0.5133851798169389,0.049088513974012246,-0.17034374226406535,2
121,0.7318214850804693,-0.23692628282247927,0.2879427233746283,2
122,-0.29850701229402343,-0.8642976865388964,-0.39983128429373394,2
123,-0.5216065517993934,-0.8762437920956697,-0.1944094862843165,2
124,-0.6218587197137664,-0.4138986878416482,0.2226022398624546,2
125,-0.13144646017701325,-0.09173415494265084,0.7487996516205001,2
126,-0.3738566001762293,-0.17980645025748535,0.42180247356929457,2
127,0.18534274621807864,-0.7548361566538967,0.3233662399786889,2
128,0.5696443638019643,-0.2754823261696137,-0.16011346042549018,2
129,-0.33797829942562607,0.4091767150844328,-0.12942940927034544,2
130,0.054676337603506396,-0.42604550297776755,0.6264927938176488,2
131,0.47466850578071756,-0.31280198911253226,0.4171634555483696,2
132,0.1630486714198684,0.498884131202525,-0.025293965343766652,2
133,-0.17157547475237697,-0.1598419434035537,-0.09561087290924934,2
134,-0.01910641230866666,-0.2535778180887841,0.15059049764494906,2
135,0.556835085964887,-0.22996432431731326,0.3499567605554127,2
136,0.021835370494586254,-0.4626199859428316,0.26129935591715725,2
137,-0.3555013502119081,-0.49989964777152585,0.09540007589640054,2
138,0.5925905752046613,-0.2843676608277781,-0.018526974286142046,2
139,-0.5768448065953351,-0.5028872593591046,0.12567915852078537,2
140,-0.19301700305230854,-0.8176282543700242,0.3201404374423803,2
141,-0.13318467538617051,-0.7831492609997277,0.33521744215007027,2
142,0.4494899522386218,-0.017376919381085418,0.2877330996898444,2
143,0.011217507196778626,-0.446545616654878,0.7139138563031844,2
144,0.4237156384948493,-0.3127566714523074,0.4006689203209675,2
145,-0.3423459430866962,-0.2611510843102954,0.5771221916069589,2
146,0.419340898688853,-0.5092624938454858,0.47070697289634084,2
147,-0.23921611723025582,-0.3556101620184694,0.11997112026538091,2
148,-0.2136647386292318,-0.3539747289493578,0.23782663131518092,2
149,0.02190718418071787,0.3172355891874756,0.3657710562173503,2
150,0.5662695506713635,-0.16945777264292808,0.4829590803721612,2
151,0.25046387796299097,-0.611207644800814,0.1853352501803977,2
152,0.2472149000050443,-0.4997293363233237,0.14328603436048326,2
153,0.16118326987397416,-0.4821810421245459,0.05148157803142646,2
154,0.35358460066332825,-0.5268726344289262,-0.035414753270626785,2
155,0.5091370294489896,-0.6517391459205584,0.15607432382651834,2
156,-0.34676651852779866,-0.33877497146223196,0.3166984419891285,2
157,-0.32546554818481244,-0.8892359522076364,3.409583719490032e-05,2
158,0.17545939710461467,-0.5660298568405565,-0.04447626732806841,2
159,-0.5031688133275075,-0.07291378844259429,-0.03154612627005625,2
160,0.25661340964738494,0.0298932149422117,0.12613363594780788,2
161,0.02945830830406705,-0.08271485213781495,-0.02074588480039849,2
162,0.5288822460939948,-0.11486905871411505,0.4674416608662501,2
163,-0.2092488866409855,-0.6166489476699756,0.020393201260179156,2
164,0.6032331801379348,-0.20012027474094415,0.24210473290499196,2
165,0.09485744978870489,-0.7609208235218865,0.4918408485367957,2
166,0.1332149471637677,-0.8258736862521175,0.6146496750259183,2
167,-0.06646635994358349,-0.6697277069790674,0.19226366747009654,2
168,-0.16351207070349905,-0.3905847931036852,0.4603476572107285,2
169,0.036039817398628486,-0.3310144294633335,0.4051504926978147,2
170,0.44229406692118095,0.21003116612049308,0.3531807127139017,2
171,-0.5484182830343173,-0.24820234880371086,0.39868309636504995,2
172,-0.21305152119938855,-0.3335937501272857,0.38264898512249096,2
173,0.581925043076071,-0.3053521175197696,0.6062947602592357,2
174,0.21173868343698915,-0.8713551054499323,0.08598764306889972,2
175,0.33324445478211456,-0.5399986382982077,0.4758268588886426,2
176,0.3442983455175045,0.13718562706296666,-0.16086934232515404,2
177,0.18774878309118023,-0.7257454507581386,0.2191720793491191,2
178,-0.31881645993434365,-0.2689690879533738,0.03966733708033834,2
179,0.02890322018551104,-0.3212392790301648,0.5476285517872043,2
180,0.04333004660582395,0.48647166253564617,0.3428596106698644,2
181,-0.1861402031405657,-0.1525770780128586,0.015180174255323194,2
182,-0.03708600169463416,-0.012426820194696965,0.21604987618953522,2
183,0.031579242736235864,-0.478128580258226,0.25656831597435753,2
184,0.32452224081438114,-0.6120993564648423,0.0829633028983145,2
185,-0.4701506228440969,-0.20913474228160908,0.02020932412286077,2
186,0.011891637488586734,0.42817969050548355,-0.01149579924695256,2
187,0.3054517336703357,-0.4636457733305825,0.1796611936280243,2
188,-0.5427068891424364,-0.18221278376293573,0.5200158247996532,2
189,0.17904516096760684,-0.8052512647792514,-0.06023559455546519,2
